,Saldo Líquido,Número de entradas,Taxa de acerto,Payoff,Média de lucro por operação,Desvio padrão
517,1082.6,140.0,0.56,1.36,7.73,61.64
518,1387.6,140.0,0.56,1.5,9.91,62.01
519,952.6,140.0,0.5,1.36,6.8,53.71
520,797.6,140.0,0.55,1.26,5.7,61.79
521,1072.6,140.0,0.56,1.38,7.66,61.96
522,1030.26,139.0,0.62,1.51,7.41,36.91
523,1085.26,139.0,0.68,1.49,7.81,45.21
524,1240.26,139.0,0.69,1.58,8.92,46.82
525,1570.26,139.0,0.53,1.64,11.3,53.19
526,1440.26,139.0,0.57,1.51,10.36,61.3
527,1660.26,139.0,0.58,1.62,11.94,62.3
528,1305.26,139.0,0.52,1.52,9.39,54.11
529,1130.26,139.0,0.56,1.4,8.13,61.54
530,1320.26,139.0,0.57,1.49,9.5,62.34
531,1047.6,140.0,0.62,1.52,7.48,36.85
532,1102.6,140.0,0.68,1.5,7.88,45.1
533,1257.6,140.0,0.69,1.59,8.98,46.71
534,1192.6,140.0,0.51,1.46,8.52,52.9
535,1082.6,140.0,0.56,1.36,7.73,61.64
536,1387.6,140.0,0.56,1.5,9.91,62.01
537,952.6,140.0,0.5,1.36,6.8,53.71
538,797.6,140.0,0.55,1.26,5.7,61.79
539,1072.6,140.0,0.56,1.38,7.66,61.96
540,362.94,91.0,0.57,1.25,3.99,37.79
541,297.94,91.0,0.66,1.17,3.27,49.81
542,72.94,91.0,0.67,1.04,0.8,59.29
543,602.94,91.0,0.43,1.32,6.63,56.2
544,432.94,91.0,0.51,1.19,4.76,66.66
545,282.94,91.0,0.52,1.11,3.11,74.43
546,307.94,91.0,0.42,1.16,3.38,56.31
547,122.94,91.0,0.49,1.05,1.35,66.54
548,-57.06,91.0,0.51,0.98,-0.63,73.88
549,1047.6,140.0,0.62,1.52,7.48,36.85
550,1102.6,140.0,0.68,1.5,7.88,45.1
551,1257.6,140.0,0.69,1.59,8.98,46.71
552,1192.6,140.0,0.51,1.46,8.52,52.9
553,1082.6,140.0,0.56,1.36,7.73,61.64
554,1387.6,140.0,0.56,1.5,9.91,62.01
555,952.6,140.0,0.5,1.36,6.8,53.71
556,797.6,140.0,0.55,1.26,5.7,61.79
557,1072.6,140.0,0.56,1.38,7.66,61.96
558,382.94,91.0,0.56,1.26,4.21,37.95
559,387.94,91.0,0.64,1.23,4.26,48.55
560,152.94,91.0,0.65,1.08,1.68,58.46
561,672.94,91.0,0.43,1.35,7.39,56.26
562,577.94,91.0,0.48,1.27,6.35,65.38
563,417.94,91.0,0.49,1.17,4.59,73.48
564,382.94,91.0,0.42,1.2,4.21,56.49
565,312.94,91.0,0.47,1.14,3.44,65.21
566,122.94,91.0,0.48,1.05,1.35,72.89
567,1047.6,140.0,0.62,1.52,7.48,36.85
568,1102.6,140.0,0.68,1.5,7.88,45.1
569,1257.6,140.0,0.69,1.59,8.98,46.71
570,1192.6,140.0,0.51,1.46,8.52,52.9
571,1082.6,140.0,0.56,1.36,7.73,61.64
572,1387.6,140.0,0.56,1.5,9.91,62.01
573,952.6,140.0,0.5,1.36,6.8,53.71
574,797.6,140.0,0.55,1.26,5.7,61.79
575,1072.6,140.0,0.56,1.38,7.66,61.96
576,285.28,92.0,0.55,1.18,3.1,38.17
577,290.28,92.0,0.63,1.16,3.16,48.71
578,55.28,92.0,0.64,1.03,0.6,58.45
579,640.28,92.0,0.43,1.33,6.96,56.05
580,535.28,92.0,0.49,1.24,5.82,65.25
581,375.28,92.0,0.5,1.15,4.08,73.27
582,350.28,92.0,0.42,1.18,3.81,56.26
583,275.28,92.0,0.48,1.12,2.99,65.13
584,85.28,92.0,0.49,1.03,0.93,72.73
585,1047.6,140.0,0.62,1.52,7.48,36.85
586,1102.6,140.0,0.68,1.5,7.88,45.1
587,1257.6,140.0,0.69,1.59,8.98,46.71
588,1192.6,140.0,0.51,1.46,8.52,52.9
589,1082.6,140.0,0.56,1.36,7.73,61.64
590,1387.6,140.0,0.56,1.5,9.91,62.01
591,952.6,140.0,0.5,1.36,6.8,53.71
592,797.6,140.0,0.55,1.26,5.7,61.79
593,1072.6,140.0,0.56,1.38,7.66,61.96
594,-463.84,24.0,0.29,0.36,-19.33,37.14
595,-1008.84,24.0,0.33,0.23,-42.04,64.1
596,-1278.84,24.0,0.33,0.19,-53.28,81.7
597,-463.84,24.0,0.29,0.36,-19.33,41.35
598,-1008.84,24.0,0.33,0.23,-42.04,66.63
599,-1278.84,24.0,0.33,0.19,-53.28,83.7
600,-488.84,24.0,0.29,0.33,-20.37,38.5
601,-1033.84,24.0,0.33,0.21,-43.08,64.52
602,-1303.84,24.0,0.33,0.17,-54.33,81.88
603,1047.6,140.0,0.62,1.52,7.48,36.85
604,1102.6,140.0,0.68,1.5,7.88,45.1
605,1257.6,140.0,0.69,1.59,8.98,46.71
606,1192.6,140.0,0.51,1.46,8.52,52.9
607,1082.6,140.0,0.56,1.36,7.73,61.64
608,1387.6,140.0,0.56,1.5,9.91,62.01
609,952.6,140.0,0.5,1.36,6.8,53.71
610,797.6,140.0,0.55,1.26,5.7,61.79
611,1072.6,140.0,0.56,1.38,7.66,61.96
612,-490.54,19.0,0.21,0.23,-25.82,33.51
613,-1015.54,19.0,0.26,0.16,-53.45,62.3
614,-1320.54,19.0,0.26,0.12,-69.5,81.99
615,-440.54,19.0,0.21,0.31,-23.19,41.6
616,-965.54,19.0,0.26,0.2,-50.82,68.13
617,-1270.54,19.0,0.26,0.16,-66.87,87.02
618,-485.54,19.0,0.21,0.24,-25.55,35.13
619,-1010.54,19.0,0.26,0.16,-53.19,63.31
620,-1315.54,19.0,0.26,0.13,-69.24,82.82
621,1047.6,140.0,0.62,1.52,7.48,36.85
622,1102.6,140.0,0.68,1.5,7.88,45.1
623,1257.6,140.0,0.69,1.59,8.98,46.71
624,1192.6,140.0,0.51,1.46,8.52,52.9
625,1082.6,140.0,0.56,1.36,7.73,61.64
626,1387.6,140.0,0.56,1.5,9.91,62.01
627,952.6,140.0,0.5,1.36,6.8,53.71
628,797.6,140.0,0.55,1.26,5.7,61.79
629,1072.6,140.0,0.56,1.38,7.66,61.96
630,-362.56,16.0,0.25,0.29,-22.66,35.78
631,-902.56,16.0,0.25,0.14,-56.41,63.47
632,-1257.56,16.0,0.25,0.11,-78.6,85.31
633,-332.56,16.0,0.25,0.35,-20.78,42.66
634,-872.56,16.0,0.25,0.17,-54.54,68.58
635,-1227.56,16.0,0.25,0.13,-76.72,89.67
636,-377.56,16.0,0.25,0.26,-23.6,35.18
637,-917.56,16.0,0.25,0.13,-57.35,62.6
638,-1272.56,16.0,0.25,0.1,-79.54,84.4
639,1047.6,140.0,0.62,1.52,7.48,36.85
640,1102.6,140.0,0.68,1.5,7.88,45.1
641,1257.6,140.0,0.69,1.59,8.98,46.71
642,1192.6,140.0,0.51,1.46,8.52,52.9
643,1082.6,140.0,0.56,1.36,7.73,61.64
644,1387.6,140.0,0.56,1.5,9.91,62.01
645,952.6,140.0,0.5,1.36,6.8,53.71
646,797.6,140.0,0.55,1.26,5.7,61.79
647,1072.6,140.0,0.56,1.38,7.66,61.96
648,935.58,137.0,0.62,1.43,6.83,38.57
649,1055.58,137.0,0.75,1.4,7.7,52.26
650,985.58,137.0,0.77,1.36,7.19,57.3
651,1055.58,137.0,0.44,1.34,7.7,59.7
652,1780.58,137.0,0.6,1.52,13.0,72.72
653,1765.58,137.0,0.62,1.49,12.89,77.99
654,1315.58,137.0,0.43,1.42,9.6,68.7
655,1945.58,137.0,0.59,1.55,14.2,81.05
656,1740.58,137.0,0.61,1.46,12.7,86.09
657,967.6,140.0,0.62,1.44,6.91,38.56
658,1037.6,140.0,0.75,1.38,7.41,52.54
659,1107.6,140.0,0.77,1.4,7.91,56.74
660,642.6,140.0,0.41,1.2,4.59,58.64
661,1302.6,140.0,0.58,1.35,9.3,73.03
662,1667.6,140.0,0.61,1.46,11.91,76.47
663,812.6,140.0,0.41,1.24,5.8,66.55
664,1382.6,140.0,0.57,1.36,9.88,80.36
665,1557.6,140.0,0.6,1.41,11.13,83.74
666,935.58,137.0,0.62,1.43,6.83,38.57
667,1055.58,137.0,0.75,1.4,7.7,52.26
668,985.58,137.0,0.77,1.36,7.19,57.3
669,1045.58,137.0,0.44,1.34,7.63,59.6
670,1730.58,137.0,0.59,1.5,12.63,72.7
671,1715.58,137.0,0.61,1.48,12.52,77.97
672,1305.58,137.0,0.43,1.42,9.53,68.6
673,1870.58,137.0,0.58,1.53,13.65,80.94
674,1665.58,137.0,0.6,1.44,12.16,85.98
675,967.6,140.0,0.62,1.44,6.91,38.56
676,1037.6,140.0,0.75,1.38,7.41,52.54
677,1107.6,140.0,0.77,1.4,7.91,56.74
678,642.6,140.0,0.41,1.2,4.59,58.64
679,1302.6,140.0,0.58,1.35,9.3,73.03
680,1667.6,140.0,0.61,1.46,11.91,76.47
681,812.6,140.0,0.41,1.24,5.8,66.55
682,1382.6,140.0,0.57,1.36,9.88,80.36
683,1557.6,140.0,0.6,1.41,11.13,83.74
684,930.26,139.0,0.62,1.42,6.69,38.61
685,1000.26,139.0,0.75,1.36,7.2,52.66
686,1070.26,139.0,0.77,1.39,7.7,56.89
687,1060.26,139.0,0.44,1.34,7.63,59.41
688,1635.26,139.0,0.59,1.46,11.76,72.47
689,1745.26,139.0,0.62,1.49,12.56,77.07
690,1295.26,139.0,0.43,1.41,9.32,68.07
691,1795.26,139.0,0.58,1.49,12.92,80.67
692,1715.26,139.0,0.6,1.45,12.34,85.09
693,967.6,140.0,0.62,1.44,6.91,38.56
694,1037.6,140.0,0.75,1.38,7.41,52.54
695,1107.6,140.0,0.77,1.4,7.91,56.74
696,642.6,140.0,0.41,1.2,4.59,58.64
697,1302.6,140.0,0.58,1.35,9.3,73.03
698,1667.6,140.0,0.61,1.46,11.91,76.47
699,812.6,140.0,0.41,1.24,5.8,66.55
700,1382.6,140.0,0.57,1.36,9.88,80.36
701,1557.6,140.0,0.6,1.41,11.13,83.74
702,252.94,91.0,0.57,1.15,2.78,39.66
703,247.94,91.0,0.71,1.12,2.72,55.75
704,192.94,91.0,0.73,1.09,2.12,62.57
705,347.94,91.0,0.37,1.15,3.82,60.7
706,552.94,91.0,0.53,1.2,6.08,77.12
707,722.94,91.0,0.55,1.26,7.94,81.93
708,147.94,91.0,0.36,1.06,1.63,64.39
709,152.94,91.0,0.51,1.05,1.68,80.31
710,257.94,91.0,0.52,1.09,2.83,84.01
711,967.6,140.0,0.62,1.44,6.91,38.56
712,1037.6,140.0,0.75,1.38,7.41,52.54
713,1107.6,140.0,0.77,1.4,7.91,56.74
714,642.6,140.0,0.41,1.2,4.59,58.64
715,1302.6,140.0,0.58,1.35,9.3,73.03
716,1667.6,140.0,0.61,1.46,11.91,76.47
717,812.6,140.0,0.41,1.24,5.8,66.55
718,1382.6,140.0,0.57,1.36,9.88,80.36
719,1557.6,140.0,0.6,1.41,11.13,83.74
720,252.94,91.0,0.57,1.15,2.78,39.66
721,372.94,91.0,0.71,1.19,4.1,54.4
722,252.94,91.0,0.73,1.12,2.78,62.24
723,262.94,91.0,0.37,1.11,2.89,60.05
724,667.94,91.0,0.55,1.25,7.34,75.56
725,772.94,91.0,0.57,1.29,8.49,81.13
726,132.94,91.0,0.36,1.06,1.46,64.56
727,337.94,91.0,0.53,1.12,3.71,79.52
728,222.94,91.0,0.54,1.08,2.45,85.67
729,967.6,140.0,0.62,1.44,6.91,38.56
730,1037.6,140.0,0.75,1.38,7.41,52.54
731,1107.6,140.0,0.77,1.4,7.91,56.74
732,642.6,140.0,0.41,1.2,4.59,58.64
733,1302.6,140.0,0.58,1.35,9.3,73.03
734,1667.6,140.0,0.61,1.46,11.91,76.47
735,812.6,140.0,0.41,1.24,5.8,66.55
736,1382.6,140.0,0.57,1.36,9.88,80.36
737,1557.6,140.0,0.6,1.41,11.13,83.74
738,130.28,92.0,0.55,1.07,1.42,39.82
739,220.28,92.0,0.7,1.1,2.39,55.17
740,175.28,92.0,0.71,1.08,1.91,61.92
741,110.28,92.0,0.37,1.05,1.2,59.19
742,555.28,92.0,0.54,1.21,6.04,74.64
743,685.28,92.0,0.57,1.26,7.45,80.08
744,0.28,92.0,0.36,1.0,0.0,63.98
745,235.28,92.0,0.52,1.08,2.56,78.81
746,145.28,92.0,0.53,1.05,1.58,84.79
747,967.6,140.0,0.62,1.44,6.91,38.56
748,1037.6,140.0,0.75,1.38,7.41,52.54
749,1107.6,140.0,0.77,1.4,7.91,56.74
750,642.6,140.0,0.41,1.2,4.59,58.64
751,1302.6,140.0,0.58,1.35,9.3,73.03
752,1667.6,140.0,0.61,1.46,11.91,76.47
753,812.6,140.0,0.41,1.24,5.8,66.55
754,1382.6,140.0,0.57,1.36,9.88,80.36
755,1557.6,140.0,0.6,1.41,11.13,83.74
756,-463.84,24.0,0.29,0.36,-19.33,37.14
757,-883.84,24.0,0.42,0.28,-36.83,66.25
758,-1423.84,24.0,0.42,0.2,-59.33,93.13
759,-463.84,24.0,0.17,0.4,-19.33,47.91
760,-938.84,24.0,0.21,0.26,-39.12,70.22
761,-1478.84,24.0,0.21,0.18,-61.62,95.44
762,-578.84,24.0,0.17,0.26,-24.12,38.69
763,-1053.84,24.0,0.21,0.17,-43.91,62.73
764,-1593.84,24.0,0.21,0.12,-66.41,88.81
765,967.6,140.0,0.62,1.44,6.91,38.56
766,1037.6,140.0,0.75,1.38,7.41,52.54
767,1107.6,140.0,0.77,1.4,7.91,56.74
768,642.6,140.0,0.41,1.2,4.59,58.64
769,1302.6,140.0,0.58,1.35,9.3,73.03
770,1667.6,140.0,0.61,1.46,11.91,76.47
771,812.6,140.0,0.41,1.24,5.8,66.55
772,1382.6,140.0,0.57,1.36,9.88,80.36
773,1557.6,140.0,0.6,1.41,11.13,83.74
774,-490.54,19.0,0.21,0.23,-25.82,33.51
775,-980.54,19.0,0.32,0.17,-51.61,62.6
776,-1300.54,19.0,0.37,0.15,-68.45,90.25
777,-425.54,19.0,0.16,0.34,-22.4,45.48
778,-965.54,19.0,0.21,0.19,-50.82,68.6
779,-1295.54,19.0,0.26,0.17,-68.19,94.07
780,-560.54,19.0,0.11,0.14,-29.5,29.68
781,-1100.54,19.0,0.16,0.08,-57.92,55.61
782,-1430.54,19.0,0.21,0.08,-75.29,83.52
783,967.6,140.0,0.62,1.44,6.91,38.56
784,1037.6,140.0,0.75,1.38,7.41,52.54
785,1107.6,140.0,0.77,1.4,7.91,56.74
786,642.6,140.0,0.41,1.2,4.59,58.64
787,1302.6,140.0,0.58,1.35,9.3,73.03
788,1667.6,140.0,0.61,1.46,11.91,76.47
789,812.6,140.0,0.41,1.24,5.8,66.55
790,1382.6,140.0,0.57,1.36,9.88,80.36
791,1557.6,140.0,0.6,1.41,11.13,83.74
792,-362.56,16.0,0.25,0.29,-22.66,35.78
793,-892.56,16.0,0.31,0.15,-55.78,64.34
794,-1227.56,16.0,0.38,0.13,-76.72,93.56
795,-327.56,16.0,0.12,0.37,-20.47,47.71
796,-857.56,16.0,0.19,0.19,-53.6,72.74
797,-1192.56,16.0,0.25,0.16,-74.54,100.01
798,-462.56,16.0,0.06,0.13,-28.91,29.58
799,-992.56,16.0,0.12,0.07,-62.04,57.38
800,-1327.56,16.0,0.19,0.07,-82.97,87.34
801,967.6,140.0,0.62,1.44,6.91,38.56
802,1037.6,140.0,0.75,1.38,7.41,52.54
803,1107.6,140.0,0.77,1.4,7.91,56.74
804,642.6,140.0,0.41,1.2,4.59,58.64
805,1302.6,140.0,0.58,1.35,9.3,73.03
806,1667.6,140.0,0.61,1.46,11.91,76.47
807,812.6,140.0,0.41,1.24,5.8,66.55
808,1382.6,140.0,0.57,1.36,9.88,80.36
809,1557.6,140.0,0.6,1.41,11.13,83.74
810,920.58,137.0,0.61,1.42,6.72,38.81
811,1185.58,137.0,0.77,1.43,8.65,53.84
812,1345.58,137.0,0.79,1.5,9.82,58.97
813,1120.58,137.0,0.42,1.34,8.18,62.6
814,2495.58,137.0,0.61,1.63,18.22,81.6
815,2475.58,137.0,0.61,1.6,18.07,87.07
816,1040.58,137.0,0.38,1.3,7.6,72.61
817,2265.58,137.0,0.56,1.54,16.54,90.99
818,2050.58,137.0,0.56,1.46,14.97,96.45
819,952.6,140.0,0.61,1.42,6.8,38.79
820,1147.6,140.0,0.76,1.4,8.2,54.27
821,1447.6,140.0,0.79,1.54,10.34,58.54
822,702.6,140.0,0.39,1.2,5.02,61.55
823,1887.6,140.0,0.59,1.44,13.48,81.98
824,2432.6,140.0,0.61,1.59,17.38,86.22
825,732.6,140.0,0.36,1.2,5.23,71.25
826,1572.6,140.0,0.54,1.34,11.23,90.45
827,1832.6,140.0,0.56,1.41,13.09,94.87
828,920.58,137.0,0.61,1.42,6.72,38.81
829,1185.58,137.0,0.77,1.43,8.65,53.84
830,1345.58,137.0,0.79,1.5,9.82,58.97
831,1105.58,137.0,0.42,1.33,8.07,62.53
832,2415.58,137.0,0.61,1.61,17.63,81.43
833,2395.58,137.0,0.61,1.58,17.49,86.91
834,1025.58,137.0,0.38,1.29,7.49,72.54
835,2170.58,137.0,0.56,1.52,15.84,90.82
836,1955.58,137.0,0.56,1.44,14.27,96.28
837,952.6,140.0,0.61,1.42,6.8,38.79
838,1147.6,140.0,0.76,1.4,8.2,54.27
839,1447.6,140.0,0.79,1.54,10.34,58.54
840,702.6,140.0,0.39,1.2,5.02,61.55
841,1887.6,140.0,0.59,1.44,13.48,81.98
842,2432.6,140.0,0.61,1.59,17.38,86.22
843,732.6,140.0,0.36,1.2,5.23,71.25
844,1572.6,140.0,0.54,1.34,11.23,90.45
845,1832.6,140.0,0.56,1.41,13.09,94.87
846,915.26,139.0,0.61,1.41,6.58,38.85
847,1110.26,139.0,0.76,1.39,7.99,54.41
848,1410.26,139.0,0.79,1.52,10.15,58.71
849,1160.26,139.0,0.42,1.35,8.35,62.69
850,2260.26,139.0,0.6,1.55,16.26,81.69
851,2440.26,139.0,0.61,1.59,17.56,86.75
852,1075.26,139.0,0.38,1.3,7.74,72.45
853,1980.26,139.0,0.55,1.45,14.25,90.6
854,1990.26,139.0,0.56,1.44,14.32,95.91
855,952.6,140.0,0.61,1.42,6.8,38.79
856,1147.6,140.0,0.76,1.4,8.2,54.27
857,1447.6,140.0,0.79,1.54,10.34,58.54
858,702.6,140.0,0.39,1.2,5.02,61.55
859,1887.6,140.0,0.59,1.44,13.48,81.98
860,2432.6,140.0,0.61,1.59,17.38,86.22
861,732.6,140.0,0.36,1.2,5.23,71.25
862,1572.6,140.0,0.54,1.34,11.23,90.45
863,1832.6,140.0,0.56,1.41,13.09,94.87
864,277.94,91.0,0.57,1.17,3.05,39.81
865,317.94,91.0,0.73,1.15,3.49,57.27
866,337.94,91.0,0.74,1.16,3.71,63.47
867,562.94,91.0,0.4,1.24,6.19,63.18
868,892.94,91.0,0.56,1.29,9.81,84.75
869,837.94,91.0,0.57,1.26,9.21,92.42
870,347.94,91.0,0.36,1.14,3.82,70.65
871,592.94,91.0,0.54,1.18,6.52,92.16
872,527.94,91.0,0.55,1.16,5.8,98.23
873,952.6,140.0,0.61,1.42,6.8,38.79
874,1147.6,140.0,0.76,1.4,8.2,54.27
875,1447.6,140.0,0.79,1.54,10.34,58.54
876,702.6,140.0,0.39,1.2,5.02,61.55
877,1887.6,140.0,0.59,1.44,13.48,81.98
878,2432.6,140.0,0.61,1.59,17.38,86.22
879,732.6,140.0,0.36,1.2,5.23,71.25
880,1572.6,140.0,0.54,1.34,11.23,90.45
881,1832.6,140.0,0.56,1.41,13.09,94.87
882,277.94,91.0,0.57,1.17,3.05,39.81
883,502.94,91.0,0.75,1.25,5.53,56.34
884,432.94,91.0,0.76,1.2,4.76,63.62
885,422.94,91.0,0.38,1.18,4.65,62.63
886,902.94,91.0,0.58,1.29,9.92,83.69
887,817.94,91.0,0.59,1.25,8.99,91.34
888,132.94,91.0,0.35,1.05,1.46,68.62
889,507.94,91.0,0.56,1.16,5.58,89.96
890,227.94,91.0,0.56,1.07,2.5,97.59
891,952.6,140.0,0.61,1.42,6.8,38.79
892,1147.6,140.0,0.76,1.4,8.2,54.27
893,1447.6,140.0,0.79,1.54,10.34,58.54
894,702.6,140.0,0.39,1.2,5.02,61.55
895,1887.6,140.0,0.59,1.44,13.48,81.98
896,2432.6,140.0,0.61,1.59,17.38,86.22
897,732.6,140.0,0.36,1.2,5.23,71.25
898,1572.6,140.0,0.54,1.34,11.23,90.45
899,1832.6,140.0,0.56,1.41,13.09,94.87
900,155.28,92.0,0.55,1.09,1.69,39.98
901,415.28,92.0,0.74,1.2,4.51,57.01
902,435.28,92.0,0.75,1.2,4.73,63.17
903,270.28,92.0,0.37,1.11,2.94,61.97
904,895.28,92.0,0.58,1.29,9.73,82.94
905,910.28,92.0,0.59,1.29,9.89,89.68
906,0.28,92.0,0.34,1.0,0.0,68.15
907,535.28,92.0,0.55,1.17,5.82,89.41
908,355.28,92.0,0.55,1.11,3.86,96.27
909,952.6,140.0,0.61,1.42,6.8,38.79
910,1147.6,140.0,0.76,1.4,8.2,54.27
911,1447.6,140.0,0.79,1.54,10.34,58.54
912,702.6,140.0,0.39,1.2,5.02,61.55
913,1887.6,140.0,0.59,1.44,13.48,81.98
914,2432.6,140.0,0.61,1.59,17.38,86.22
915,732.6,140.0,0.36,1.2,5.23,71.25
916,1572.6,140.0,0.54,1.34,11.23,90.45
917,1832.6,140.0,0.56,1.41,13.09,94.87
918,-463.84,24.0,0.29,0.36,-19.33,37.14
919,-1073.84,24.0,0.38,0.24,-44.74,67.93
920,-1633.84,24.0,0.38,0.17,-68.08,92.77
921,-413.84,24.0,0.21,0.49,-17.24,53.32
922,-1233.84,24.0,0.21,0.24,-51.41,75.6
923,-1788.84,24.0,0.21,0.18,-74.54,96.81
924,-598.84,24.0,0.17,0.27,-24.95,42.96
925,-1418.84,24.0,0.17,0.13,-59.12,64.56
926,-1973.84,24.0,0.17,0.1,-82.24,86.32
927,952.6,140.0,0.61,1.42,6.8,38.79
928,1147.6,140.0,0.76,1.4,8.2,54.27
929,1447.6,140.0,0.79,1.54,10.34,58.54
930,702.6,140.0,0.39,1.2,5.02,61.55
931,1887.6,140.0,0.59,1.44,13.48,81.98
932,2432.6,140.0,0.61,1.59,17.38,86.22
933,732.6,140.0,0.36,1.2,5.23,71.25
934,1572.6,140.0,0.54,1.34,11.23,90.45
935,1832.6,140.0,0.56,1.41,13.09,94.87
936,-490.54,19.0,0.21,0.23,-25.82,33.51
937,-1120.54,19.0,0.26,0.14,-58.98,63.24
938,-1400.54,19.0,0.32,0.14,-73.71,91.08
939,-480.54,19.0,0.16,0.3,-25.29,44.7
940,-1240.54,19.0,0.16,0.14,-65.29,66.97
941,-1555.54,19.0,0.16,0.11,-81.87,90.2
942,-655.54,19.0,0.11,0.05,-34.5,20.22
943,-1415.54,19.0,0.11,0.02,-74.5,46.01
944,-1730.54,19.0,0.11,0.02,-91.08,73.81
945,952.6,140.0,0.61,1.42,6.8,38.79
946,1147.6,140.0,0.76,1.4,8.2,54.27
947,1447.6,140.0,0.79,1.54,10.34,58.54
948,702.6,140.0,0.39,1.2,5.02,61.55
949,1887.6,140.0,0.59,1.44,13.48,81.98
950,2432.6,140.0,0.61,1.59,17.38,86.22
951,732.6,140.0,0.36,1.2,5.23,71.25
952,1572.6,140.0,0.54,1.34,11.23,90.45
953,1832.6,140.0,0.56,1.41,13.09,94.87
954,-362.56,16.0,0.25,0.29,-22.66,35.78
955,-952.56,16.0,0.25,0.14,-59.54,62.66
956,-1262.56,16.0,0.25,0.11,-78.91,90.58
957,-402.56,16.0,0.12,0.33,-25.16,47.82
958,-1042.56,16.0,0.12,0.16,-65.16,69.59
959,-1327.56,16.0,0.12,0.13,-82.97,94.17
960,-577.56,16.0,0.06,0.05,-36.1,19.04
961,-1217.56,16.0,0.06,0.02,-76.1,44.56
962,-1502.56,16.0,0.06,0.02,-93.91,74.8
963,952.6,140.0,0.61,1.42,6.8,38.79
964,1147.6,140.0,0.76,1.4,8.2,54.27
965,1447.6,140.0,0.79,1.54,10.34,58.54
966,702.6,140.0,0.39,1.2,5.02,61.55
967,1887.6,140.0,0.59,1.44,13.48,81.98
968,2432.6,140.0,0.61,1.59,17.38,86.22
969,732.6,140.0,0.36,1.2,5.23,71.25
970,1572.6,140.0,0.54,1.34,11.23,90.45
971,1832.6,140.0,0.56,1.41,13.09,94.87
972,1061.44,116.0,0.63,1.69,9.15,35.86
973,1091.44,116.0,0.69,1.64,9.41,43.99
974,1176.44,116.0,0.7,1.71,10.14,45.92
975,1771.44,116.0,0.58,2.01,15.27,51.49
976,1801.44,116.0,0.64,1.94,15.53,58.02
977,1821.44,116.0,0.65,1.96,15.7,60.08
978,1321.44,116.0,0.56,1.72,11.39,50.33
979,1371.44,116.0,0.62,1.69,11.82,56.87
980,1391.44,116.0,0.63,1.71,12.0,58.99
981,893.46,119.0,0.62,1.53,7.51,36.42
982,943.46,119.0,0.7,1.51,7.93,44.93
983,1178.46,119.0,0.71,1.72,9.9,43.83
984,1033.46,119.0,0.53,1.5,8.68,50.79
985,1008.46,119.0,0.61,1.44,8.47,58.62
986,1253.46,119.0,0.61,1.61,10.53,57.51
987,613.46,119.0,0.51,1.28,5.16,49.22
988,608.46,119.0,0.59,1.26,5.11,57.14
989,853.46,119.0,0.59,1.4,7.17,56.13
990,973.78,117.0,0.62,1.6,8.32,36.21
991,1108.78,117.0,0.7,1.65,9.48,43.7
992,1193.78,117.0,0.71,1.73,10.2,45.62
993,1753.78,117.0,0.57,1.96,14.99,52.01
994,1793.78,117.0,0.64,1.93,15.33,58.02
995,1813.78,117.0,0.65,1.94,15.5,60.07
996,1303.78,117.0,0.56,1.69,11.14,50.85
997,1363.78,117.0,0.62,1.68,11.66,56.88
998,1383.78,117.0,0.63,1.7,11.83,58.98
999,893.46,119.0,0.62,1.53,7.51,36.42
1000,943.46,119.0,0.7,1.51,7.93,44.93
1001,1178.46,119.0,0.71,1.72,9.9,43.83
1002,1033.46,119.0,0.53,1.5,8.68,50.79
1003,1008.46,119.0,0.61,1.44,8.47,58.62
1004,1253.46,119.0,0.61,1.61,10.53,57.51
1005,613.46,119.0,0.51,1.28,5.16,49.22
1006,608.46,119.0,0.59,1.26,5.11,57.14
1007,853.46,119.0,0.59,1.4,7.17,56.13
1008,883.46,119.0,0.61,1.52,7.42,36.52
1009,938.46,119.0,0.69,1.5,7.89,45.02
1010,1178.46,119.0,0.7,1.71,9.9,43.82
1011,1508.46,119.0,0.55,1.79,12.68,51.51
1012,1468.46,119.0,0.62,1.69,12.34,58.43
1013,1633.46,119.0,0.62,1.84,13.73,58.03
1014,1058.46,119.0,0.54,1.53,8.89,50.19
1015,1038.46,119.0,0.61,1.48,8.73,57.12
1016,1203.46,119.0,0.61,1.6,10.11,56.8
1017,893.46,119.0,0.62,1.53,7.51,36.42
1018,943.46,119.0,0.7,1.51,7.93,44.93
1019,1178.46,119.0,0.71,1.72,9.9,43.83
1020,1033.46,119.0,0.53,1.5,8.68,50.79
1021,1008.46,119.0,0.61,1.44,8.47,58.62
1022,1253.46,119.0,0.61,1.61,10.53,57.51
1023,613.46,119.0,0.51,1.28,5.16,49.22
1024,608.46,119.0,0.59,1.26,5.11,57.14
1025,853.46,119.0,0.59,1.4,7.17,56.13
1026,339.12,68.0,0.59,1.31,4.99,38.38
1027,254.12,68.0,0.69,1.19,3.74,51.05
1028,44.12,68.0,0.69,1.03,0.65,59.42
1029,669.12,68.0,0.47,1.51,9.84,54.99
1030,424.12,68.0,0.56,1.24,6.24,67.88
1031,234.12,68.0,0.56,1.12,3.44,74.49
1032,199.12,68.0,0.44,1.14,2.93,51.42
1033,-60.88,68.0,0.53,0.97,-0.9,64.47
