,stop_gain_distance,stop_loss_distance,RSI_enable,RSI_period,RSI_value,operation_time,n_bars_validation,extra_range_entry
2644,16,10,0,11,30,20,15,1
2645,16,16,0,11,30,20,15,1
2646,4,4,1,9,50,20,15,1
2647,4,10,1,9,50,20,15,1
2648,4,16,1,9,50,20,15,1
2649,10,4,1,9,50,20,15,1
2650,10,10,1,9,50,20,15,1
2651,10,16,1,9,50,20,15,1
2652,16,4,1,9,50,20,15,1
2653,16,10,1,9,50,20,15,1
2654,16,16,1,9,50,20,15,1
2655,4,4,0,9,50,20,15,1
2656,4,10,0,9,50,20,15,1
2657,4,16,0,9,50,20,15,1
2658,10,4,0,9,50,20,15,1
2659,10,10,0,9,50,20,15,1
2660,10,16,0,9,50,20,15,1
2661,16,4,0,9,50,20,15,1
2662,16,10,0,9,50,20,15,1
2663,16,16,0,9,50,20,15,1
2664,4,4,1,10,50,20,15,1
2665,4,10,1,10,50,20,15,1
2666,4,16,1,10,50,20,15,1
2667,10,4,1,10,50,20,15,1
2668,10,10,1,10,50,20,15,1
2669,10,16,1,10,50,20,15,1
2670,16,4,1,10,50,20,15,1
2671,16,10,1,10,50,20,15,1
2672,16,16,1,10,50,20,15,1
2673,4,4,0,10,50,20,15,1
2674,4,10,0,10,50,20,15,1
2675,4,16,0,10,50,20,15,1
2676,10,4,0,10,50,20,15,1
2677,10,10,0,10,50,20,15,1
2678,10,16,0,10,50,20,15,1
2679,16,4,0,10,50,20,15,1
2680,16,10,0,10,50,20,15,1
2681,16,16,0,10,50,20,15,1
2682,4,4,1,11,50,20,15,1
2683,4,10,1,11,50,20,15,1
2684,4,16,1,11,50,20,15,1
2685,10,4,1,11,50,20,15,1
2686,10,10,1,11,50,20,15,1
2687,10,16,1,11,50,20,15,1
2688,16,4,1,11,50,20,15,1
2689,16,10,1,11,50,20,15,1
2690,16,16,1,11,50,20,15,1
2691,4,4,0,11,50,20,15,1
2692,4,10,0,11,50,20,15,1
2693,4,16,0,11,50,20,15,1
2694,10,4,0,11,50,20,15,1
2695,10,10,0,11,50,20,15,1
2696,10,16,0,11,50,20,15,1
2697,16,4,0,11,50,20,15,1
2698,16,10,0,11,50,20,15,1
2699,16,16,0,11,50,20,15,1
2700,4,4,1,9,70,20,15,1
2701,4,10,1,9,70,20,15,1
2702,4,16,1,9,70,20,15,1
2703,10,4,1,9,70,20,15,1
2704,10,10,1,9,70,20,15,1
2705,10,16,1,9,70,20,15,1
2706,16,4,1,9,70,20,15,1
2707,16,10,1,9,70,20,15,1
2708,16,16,1,9,70,20,15,1
2709,4,4,0,9,70,20,15,1
2710,4,10,0,9,70,20,15,1
2711,4,16,0,9,70,20,15,1
2712,10,4,0,9,70,20,15,1
2713,10,10,0,9,70,20,15,1
2714,10,16,0,9,70,20,15,1
2715,16,4,0,9,70,20,15,1
2716,16,10,0,9,70,20,15,1
2717,16,16,0,9,70,20,15,1
2718,4,4,1,10,70,20,15,1
2719,4,10,1,10,70,20,15,1
2720,4,16,1,10,70,20,15,1
2721,10,4,1,10,70,20,15,1
2722,10,10,1,10,70,20,15,1
2723,10,16,1,10,70,20,15,1
2724,16,4,1,10,70,20,15,1
2725,16,10,1,10,70,20,15,1
2726,16,16,1,10,70,20,15,1
2727,4,4,0,10,70,20,15,1
2728,4,10,0,10,70,20,15,1
2729,4,16,0,10,70,20,15,1
2730,10,4,0,10,70,20,15,1
2731,10,10,0,10,70,20,15,1
2732,10,16,0,10,70,20,15,1
2733,16,4,0,10,70,20,15,1
2734,16,10,0,10,70,20,15,1
2735,16,16,0,10,70,20,15,1
2736,4,4,1,11,70,20,15,1
2737,4,10,1,11,70,20,15,1
2738,4,16,1,11,70,20,15,1
2739,10,4,1,11,70,20,15,1
2740,10,10,1,11,70,20,15,1
2741,10,16,1,11,70,20,15,1
2742,16,4,1,11,70,20,15,1
2743,16,10,1,11,70,20,15,1
2744,16,16,1,11,70,20,15,1
2745,4,4,0,11,70,20,15,1
2746,4,10,0,11,70,20,15,1
2747,4,16,0,11,70,20,15,1
2748,10,4,0,11,70,20,15,1
2749,10,10,0,11,70,20,15,1
2750,10,16,0,11,70,20,15,1
2751,16,4,0,11,70,20,15,1
2752,16,10,0,11,70,20,15,1
2753,16,16,0,11,70,20,15,1
2754,4,4,1,9,30,30,15,1
2755,4,10,1,9,30,30,15,1
2756,4,16,1,9,30,30,15,1
2757,10,4,1,9,30,30,15,1
2758,10,10,1,9,30,30,15,1
2759,10,16,1,9,30,30,15,1
2760,16,4,1,9,30,30,15,1
2761,16,10,1,9,30,30,15,1
2762,16,16,1,9,30,30,15,1
2763,4,4,0,9,30,30,15,1
2764,4,10,0,9,30,30,15,1
2765,4,16,0,9,30,30,15,1
2766,10,4,0,9,30,30,15,1
2767,10,10,0,9,30,30,15,1
2768,10,16,0,9,30,30,15,1
2769,16,4,0,9,30,30,15,1
2770,16,10,0,9,30,30,15,1
2771,16,16,0,9,30,30,15,1
2772,4,4,1,10,30,30,15,1
2773,4,10,1,10,30,30,15,1
2774,4,16,1,10,30,30,15,1
2775,10,4,1,10,30,30,15,1
2776,10,10,1,10,30,30,15,1
2777,10,16,1,10,30,30,15,1
2778,16,4,1,10,30,30,15,1
2779,16,10,1,10,30,30,15,1
2780,16,16,1,10,30,30,15,1
2781,4,4,0,10,30,30,15,1
2782,4,10,0,10,30,30,15,1
2783,4,16,0,10,30,30,15,1
2784,10,4,0,10,30,30,15,1
2785,10,10,0,10,30,30,15,1
2786,10,16,0,10,30,30,15,1
2787,16,4,0,10,30,30,15,1
2788,16,10,0,10,30,30,15,1
2789,16,16,0,10,30,30,15,1
2790,4,4,1,11,30,30,15,1
2791,4,10,1,11,30,30,15,1
2792,4,16,1,11,30,30,15,1
2793,10,4,1,11,30,30,15,1
2794,10,10,1,11,30,30,15,1
2795,10,16,1,11,30,30,15,1
2796,16,4,1,11,30,30,15,1
2797,16,10,1,11,30,30,15,1
2798,16,16,1,11,30,30,15,1
2799,4,4,0,11,30,30,15,1
2800,4,10,0,11,30,30,15,1
2801,4,16,0,11,30,30,15,1
2802,10,4,0,11,30,30,15,1
2803,10,10,0,11,30,30,15,1
2804,10,16,0,11,30,30,15,1
2805,16,4,0,11,30,30,15,1
2806,16,10,0,11,30,30,15,1
2807,16,16,0,11,30,30,15,1
2808,4,4,1,9,50,30,15,1
2809,4,10,1,9,50,30,15,1
2810,4,16,1,9,50,30,15,1
2811,10,4,1,9,50,30,15,1
2812,10,10,1,9,50,30,15,1
2813,10,16,1,9,50,30,15,1
2814,16,4,1,9,50,30,15,1
2815,16,10,1,9,50,30,15,1
2816,16,16,1,9,50,30,15,1
2817,4,4,0,9,50,30,15,1
2818,4,10,0,9,50,30,15,1
2819,4,16,0,9,50,30,15,1
2820,10,4,0,9,50,30,15,1
2821,10,10,0,9,50,30,15,1
2822,10,16,0,9,50,30,15,1
2823,16,4,0,9,50,30,15,1
2824,16,10,0,9,50,30,15,1
2825,16,16,0,9,50,30,15,1
2826,4,4,1,10,50,30,15,1
2827,4,10,1,10,50,30,15,1
2828,4,16,1,10,50,30,15,1
2829,10,4,1,10,50,30,15,1
2830,10,10,1,10,50,30,15,1
2831,10,16,1,10,50,30,15,1
2832,16,4,1,10,50,30,15,1
2833,16,10,1,10,50,30,15,1
2834,16,16,1,10,50,30,15,1
2835,4,4,0,10,50,30,15,1
2836,4,10,0,10,50,30,15,1
2837,4,16,0,10,50,30,15,1
2838,10,4,0,10,50,30,15,1
2839,10,10,0,10,50,30,15,1
2840,10,16,0,10,50,30,15,1
2841,16,4,0,10,50,30,15,1
2842,16,10,0,10,50,30,15,1
2843,16,16,0,10,50,30,15,1
2844,4,4,1,11,50,30,15,1
2845,4,10,1,11,50,30,15,1
2846,4,16,1,11,50,30,15,1
2847,10,4,1,11,50,30,15,1
2848,10,10,1,11,50,30,15,1
2849,10,16,1,11,50,30,15,1
2850,16,4,1,11,50,30,15,1
2851,16,10,1,11,50,30,15,1
2852,16,16,1,11,50,30,15,1
2853,4,4,0,11,50,30,15,1
2854,4,10,0,11,50,30,15,1
2855,4,16,0,11,50,30,15,1
2856,10,4,0,11,50,30,15,1
2857,10,10,0,11,50,30,15,1
2858,10,16,0,11,50,30,15,1
2859,16,4,0,11,50,30,15,1
2860,16,10,0,11,50,30,15,1
2861,16,16,0,11,50,30,15,1
2862,4,4,1,9,70,30,15,1
2863,4,10,1,9,70,30,15,1
2864,4,16,1,9,70,30,15,1
2865,10,4,1,9,70,30,15,1
2866,10,10,1,9,70,30,15,1
2867,10,16,1,9,70,30,15,1
2868,16,4,1,9,70,30,15,1
2869,16,10,1,9,70,30,15,1
2870,16,16,1,9,70,30,15,1
2871,4,4,0,9,70,30,15,1
2872,4,10,0,9,70,30,15,1
2873,4,16,0,9,70,30,15,1
2874,10,4,0,9,70,30,15,1
2875,10,10,0,9,70,30,15,1
2876,10,16,0,9,70,30,15,1
2877,16,4,0,9,70,30,15,1
2878,16,10,0,9,70,30,15,1
2879,16,16,0,9,70,30,15,1
2880,4,4,1,10,70,30,15,1
2881,4,10,1,10,70,30,15,1
2882,4,16,1,10,70,30,15,1
2883,10,4,1,10,70,30,15,1
2884,10,10,1,10,70,30,15,1
2885,10,16,1,10,70,30,15,1
2886,16,4,1,10,70,30,15,1
2887,16,10,1,10,70,30,15,1
2888,16,16,1,10,70,30,15,1
2889,4,4,0,10,70,30,15,1
2890,4,10,0,10,70,30,15,1
2891,4,16,0,10,70,30,15,1
2892,10,4,0,10,70,30,15,1
2893,10,10,0,10,70,30,15,1
2894,10,16,0,10,70,30,15,1
2895,16,4,0,10,70,30,15,1
2896,16,10,0,10,70,30,15,1
2897,16,16,0,10,70,30,15,1
2898,4,4,1,11,70,30,15,1
2899,4,10,1,11,70,30,15,1
2900,4,16,1,11,70,30,15,1
2901,10,4,1,11,70,30,15,1
2902,10,10,1,11,70,30,15,1
2903,10,16,1,11,70,30,15,1
2904,16,4,1,11,70,30,15,1
2905,16,10,1,11,70,30,15,1
2906,16,16,1,11,70,30,15,1
2907,4,4,0,11,70,30,15,1
2908,4,10,0,11,70,30,15,1
2909,4,16,0,11,70,30,15,1
2910,10,4,0,11,70,30,15,1
2911,10,10,0,11,70,30,15,1
2912,10,16,0,11,70,30,15,1
2913,16,4,0,11,70,30,15,1
2914,16,10,0,11,70,30,15,1
2915,16,16,0,11,70,30,15,1
