,stop_gain_distance,stop_loss_distance,RSI_enable,RSI_period,RSI_value,operation_time,n_bars_validation,extra_range_entry
0,4,4,1,9,30,10,5,0
1,4,10,1,9,30,10,5,0
2,4,16,1,9,30,10,5,0
3,10,4,1,9,30,10,5,0
4,10,10,1,9,30,10,5,0
5,10,16,1,9,30,10,5,0
6,16,4,1,9,30,10,5,0
7,16,10,1,9,30,10,5,0
8,16,16,1,9,30,10,5,0
9,4,4,0,9,30,10,5,0
10,4,10,0,9,30,10,5,0
11,4,16,0,9,30,10,5,0
12,10,4,0,9,30,10,5,0
13,10,10,0,9,30,10,5,0
14,10,16,0,9,30,10,5,0
15,16,4,0,9,30,10,5,0
16,16,10,0,9,30,10,5,0
17,16,16,0,9,30,10,5,0
18,4,4,1,10,30,10,5,0
19,4,10,1,10,30,10,5,0
20,4,16,1,10,30,10,5,0
21,10,4,1,10,30,10,5,0
22,10,10,1,10,30,10,5,0
23,10,16,1,10,30,10,5,0
24,16,4,1,10,30,10,5,0
25,16,10,1,10,30,10,5,0
26,16,16,1,10,30,10,5,0
27,4,4,0,10,30,10,5,0
28,4,10,0,10,30,10,5,0
29,4,16,0,10,30,10,5,0
30,10,4,0,10,30,10,5,0
31,10,10,0,10,30,10,5,0
32,10,16,0,10,30,10,5,0
33,16,4,0,10,30,10,5,0
34,16,10,0,10,30,10,5,0
35,16,16,0,10,30,10,5,0
36,4,4,1,11,30,10,5,0
37,4,10,1,11,30,10,5,0
38,4,16,1,11,30,10,5,0
39,10,4,1,11,30,10,5,0
40,10,10,1,11,30,10,5,0
41,10,16,1,11,30,10,5,0
42,16,4,1,11,30,10,5,0
43,16,10,1,11,30,10,5,0
44,16,16,1,11,30,10,5,0
45,4,4,0,11,30,10,5,0
46,4,10,0,11,30,10,5,0
47,4,16,0,11,30,10,5,0
48,10,4,0,11,30,10,5,0
49,10,10,0,11,30,10,5,0
50,10,16,0,11,30,10,5,0
51,16,4,0,11,30,10,5,0
52,16,10,0,11,30,10,5,0
53,16,16,0,11,30,10,5,0
54,4,4,1,9,50,10,5,0
55,4,10,1,9,50,10,5,0
56,4,16,1,9,50,10,5,0
57,10,4,1,9,50,10,5,0
58,10,10,1,9,50,10,5,0
59,10,16,1,9,50,10,5,0
60,16,4,1,9,50,10,5,0
61,16,10,1,9,50,10,5,0
62,16,16,1,9,50,10,5,0
63,4,4,0,9,50,10,5,0
64,4,10,0,9,50,10,5,0
65,4,16,0,9,50,10,5,0
66,10,4,0,9,50,10,5,0
67,10,10,0,9,50,10,5,0
68,10,16,0,9,50,10,5,0
69,16,4,0,9,50,10,5,0
70,16,10,0,9,50,10,5,0
71,16,16,0,9,50,10,5,0
72,4,4,1,10,50,10,5,0
73,4,10,1,10,50,10,5,0
74,4,16,1,10,50,10,5,0
75,10,4,1,10,50,10,5,0
76,10,10,1,10,50,10,5,0
77,10,16,1,10,50,10,5,0
78,16,4,1,10,50,10,5,0
79,16,10,1,10,50,10,5,0
80,16,16,1,10,50,10,5,0
81,4,4,0,10,50,10,5,0
82,4,10,0,10,50,10,5,0
83,4,16,0,10,50,10,5,0
84,10,4,0,10,50,10,5,0
85,10,10,0,10,50,10,5,0
86,10,16,0,10,50,10,5,0
87,16,4,0,10,50,10,5,0
88,16,10,0,10,50,10,5,0
89,16,16,0,10,50,10,5,0
90,4,4,1,11,50,10,5,0
91,4,10,1,11,50,10,5,0
92,4,16,1,11,50,10,5,0
93,10,4,1,11,50,10,5,0
94,10,10,1,11,50,10,5,0
95,10,16,1,11,50,10,5,0
96,16,4,1,11,50,10,5,0
97,16,10,1,11,50,10,5,0
98,16,16,1,11,50,10,5,0
99,4,4,0,11,50,10,5,0
100,4,10,0,11,50,10,5,0
101,4,16,0,11,50,10,5,0
102,10,4,0,11,50,10,5,0
103,10,10,0,11,50,10,5,0
104,10,16,0,11,50,10,5,0
105,16,4,0,11,50,10,5,0
106,16,10,0,11,50,10,5,0
107,16,16,0,11,50,10,5,0
108,4,4,1,9,70,10,5,0
109,4,10,1,9,70,10,5,0
110,4,16,1,9,70,10,5,0
111,10,4,1,9,70,10,5,0
112,10,10,1,9,70,10,5,0
113,10,16,1,9,70,10,5,0
114,16,4,1,9,70,10,5,0
115,16,10,1,9,70,10,5,0
116,16,16,1,9,70,10,5,0
117,4,4,0,9,70,10,5,0
118,4,10,0,9,70,10,5,0
119,4,16,0,9,70,10,5,0
120,10,4,0,9,70,10,5,0
121,10,10,0,9,70,10,5,0
122,10,16,0,9,70,10,5,0
123,16,4,0,9,70,10,5,0
124,16,10,0,9,70,10,5,0
125,16,16,0,9,70,10,5,0
126,4,4,1,10,70,10,5,0
127,4,10,1,10,70,10,5,0
128,4,16,1,10,70,10,5,0
129,10,4,1,10,70,10,5,0
130,10,10,1,10,70,10,5,0
131,10,16,1,10,70,10,5,0
132,16,4,1,10,70,10,5,0
133,16,10,1,10,70,10,5,0
134,16,16,1,10,70,10,5,0
135,4,4,0,10,70,10,5,0
136,4,10,0,10,70,10,5,0
137,4,16,0,10,70,10,5,0
138,10,4,0,10,70,10,5,0
139,10,10,0,10,70,10,5,0
140,10,16,0,10,70,10,5,0
141,16,4,0,10,70,10,5,0
142,16,10,0,10,70,10,5,0
143,16,16,0,10,70,10,5,0
144,4,4,1,11,70,10,5,0
145,4,10,1,11,70,10,5,0
146,4,16,1,11,70,10,5,0
147,10,4,1,11,70,10,5,0
148,10,10,1,11,70,10,5,0
149,10,16,1,11,70,10,5,0
150,16,4,1,11,70,10,5,0
151,16,10,1,11,70,10,5,0
152,16,16,1,11,70,10,5,0
153,4,4,0,11,70,10,5,0
154,4,10,0,11,70,10,5,0
155,4,16,0,11,70,10,5,0
156,10,4,0,11,70,10,5,0
157,10,10,0,11,70,10,5,0
158,10,16,0,11,70,10,5,0
159,16,4,0,11,70,10,5,0
160,16,10,0,11,70,10,5,0
161,16,16,0,11,70,10,5,0
162,4,4,1,9,30,20,5,0
163,4,10,1,9,30,20,5,0
164,4,16,1,9,30,20,5,0
165,10,4,1,9,30,20,5,0
166,10,10,1,9,30,20,5,0
167,10,16,1,9,30,20,5,0
168,16,4,1,9,30,20,5,0
169,16,10,1,9,30,20,5,0
170,16,16,1,9,30,20,5,0
171,4,4,0,9,30,20,5,0
172,4,10,0,9,30,20,5,0
173,4,16,0,9,30,20,5,0
174,10,4,0,9,30,20,5,0
175,10,10,0,9,30,20,5,0
176,10,16,0,9,30,20,5,0
177,16,4,0,9,30,20,5,0
178,16,10,0,9,30,20,5,0
179,16,16,0,9,30,20,5,0
180,4,4,1,10,30,20,5,0
181,4,10,1,10,30,20,5,0
182,4,16,1,10,30,20,5,0
183,10,4,1,10,30,20,5,0
184,10,10,1,10,30,20,5,0
185,10,16,1,10,30,20,5,0
186,16,4,1,10,30,20,5,0
187,16,10,1,10,30,20,5,0
188,16,16,1,10,30,20,5,0
189,4,4,0,10,30,20,5,0
190,4,10,0,10,30,20,5,0
191,4,16,0,10,30,20,5,0
192,10,4,0,10,30,20,5,0
193,10,10,0,10,30,20,5,0
194,10,16,0,10,30,20,5,0
195,16,4,0,10,30,20,5,0
196,16,10,0,10,30,20,5,0
197,16,16,0,10,30,20,5,0
198,4,4,1,11,30,20,5,0
199,4,10,1,11,30,20,5,0
200,4,16,1,11,30,20,5,0
201,10,4,1,11,30,20,5,0
202,10,10,1,11,30,20,5,0
203,10,16,1,11,30,20,5,0
204,16,4,1,11,30,20,5,0
205,16,10,1,11,30,20,5,0
206,16,16,1,11,30,20,5,0
207,4,4,0,11,30,20,5,0
208,4,10,0,11,30,20,5,0
209,4,16,0,11,30,20,5,0
210,10,4,0,11,30,20,5,0
211,10,10,0,11,30,20,5,0
212,10,16,0,11,30,20,5,0
213,16,4,0,11,30,20,5,0
214,16,10,0,11,30,20,5,0
215,16,16,0,11,30,20,5,0
216,4,4,1,9,50,20,5,0
217,4,10,1,9,50,20,5,0
218,4,16,1,9,50,20,5,0
219,10,4,1,9,50,20,5,0
220,10,10,1,9,50,20,5,0
221,10,16,1,9,50,20,5,0
222,16,4,1,9,50,20,5,0
223,16,10,1,9,50,20,5,0
224,16,16,1,9,50,20,5,0
225,4,4,0,9,50,20,5,0
226,4,10,0,9,50,20,5,0
227,4,16,0,9,50,20,5,0
228,10,4,0,9,50,20,5,0
229,10,10,0,9,50,20,5,0
230,10,16,0,9,50,20,5,0
231,16,4,0,9,50,20,5,0
232,16,10,0,9,50,20,5,0
233,16,16,0,9,50,20,5,0
234,4,4,1,10,50,20,5,0
235,4,10,1,10,50,20,5,0
236,4,16,1,10,50,20,5,0
237,10,4,1,10,50,20,5,0
238,10,10,1,10,50,20,5,0
239,10,16,1,10,50,20,5,0
240,16,4,1,10,50,20,5,0
241,16,10,1,10,50,20,5,0
242,16,16,1,10,50,20,5,0
243,4,4,0,10,50,20,5,0
244,4,10,0,10,50,20,5,0
245,4,16,0,10,50,20,5,0
246,10,4,0,10,50,20,5,0
247,10,10,0,10,50,20,5,0
248,10,16,0,10,50,20,5,0
249,16,4,0,10,50,20,5,0
250,16,10,0,10,50,20,5,0
251,16,16,0,10,50,20,5,0
252,4,4,1,11,50,20,5,0
253,4,10,1,11,50,20,5,0
254,4,16,1,11,50,20,5,0
255,10,4,1,11,50,20,5,0
256,10,10,1,11,50,20,5,0
257,10,16,1,11,50,20,5,0
258,16,4,1,11,50,20,5,0
259,16,10,1,11,50,20,5,0
260,16,16,1,11,50,20,5,0
261,4,4,0,11,50,20,5,0
262,4,10,0,11,50,20,5,0
263,4,16,0,11,50,20,5,0
264,10,4,0,11,50,20,5,0
265,10,10,0,11,50,20,5,0
266,10,16,0,11,50,20,5,0
267,16,4,0,11,50,20,5,0
268,16,10,0,11,50,20,5,0
269,16,16,0,11,50,20,5,0
270,4,4,1,9,70,20,5,0
271,4,10,1,9,70,20,5,0
272,4,16,1,9,70,20,5,0
273,10,4,1,9,70,20,5,0
274,10,10,1,9,70,20,5,0
275,10,16,1,9,70,20,5,0
276,16,4,1,9,70,20,5,0
277,16,10,1,9,70,20,5,0
278,16,16,1,9,70,20,5,0
279,4,4,0,9,70,20,5,0
280,4,10,0,9,70,20,5,0
281,4,16,0,9,70,20,5,0
282,10,4,0,9,70,20,5,0
283,10,10,0,9,70,20,5,0
284,10,16,0,9,70,20,5,0
285,16,4,0,9,70,20,5,0
286,16,10,0,9,70,20,5,0
287,16,16,0,9,70,20,5,0
288,4,4,1,10,70,20,5,0
289,4,10,1,10,70,20,5,0
290,4,16,1,10,70,20,5,0
291,10,4,1,10,70,20,5,0
292,10,10,1,10,70,20,5,0
293,10,16,1,10,70,20,5,0
294,16,4,1,10,70,20,5,0
295,16,10,1,10,70,20,5,0
296,16,16,1,10,70,20,5,0
297,4,4,0,10,70,20,5,0
298,4,10,0,10,70,20,5,0
299,4,16,0,10,70,20,5,0
300,10,4,0,10,70,20,5,0
301,10,10,0,10,70,20,5,0
302,10,16,0,10,70,20,5,0
303,16,4,0,10,70,20,5,0
304,16,10,0,10,70,20,5,0
305,16,16,0,10,70,20,5,0
306,4,4,1,11,70,20,5,0
307,4,10,1,11,70,20,5,0
308,4,16,1,11,70,20,5,0
309,10,4,1,11,70,20,5,0
310,10,10,1,11,70,20,5,0
311,10,16,1,11,70,20,5,0
312,16,4,1,11,70,20,5,0
313,16,10,1,11,70,20,5,0
314,16,16,1,11,70,20,5,0
315,4,4,0,11,70,20,5,0
316,4,10,0,11,70,20,5,0
317,4,16,0,11,70,20,5,0
318,10,4,0,11,70,20,5,0
319,10,10,0,11,70,20,5,0
320,10,16,0,11,70,20,5,0
321,16,4,0,11,70,20,5,0
322,16,10,0,11,70,20,5,0
323,16,16,0,11,70,20,5,0
324,4,4,1,9,30,30,5,0
325,4,10,1,9,30,30,5,0
326,4,16,1,9,30,30,5,0
327,10,4,1,9,30,30,5,0
328,10,10,1,9,30,30,5,0
329,10,16,1,9,30,30,5,0
330,16,4,1,9,30,30,5,0
331,16,10,1,9,30,30,5,0
332,16,16,1,9,30,30,5,0
333,4,4,0,9,30,30,5,0
334,4,10,0,9,30,30,5,0
335,4,16,0,9,30,30,5,0
336,10,4,0,9,30,30,5,0
337,10,10,0,9,30,30,5,0
338,10,16,0,9,30,30,5,0
339,16,4,0,9,30,30,5,0
340,16,10,0,9,30,30,5,0
341,16,16,0,9,30,30,5,0
342,4,4,1,10,30,30,5,0
343,4,10,1,10,30,30,5,0
344,4,16,1,10,30,30,5,0
345,10,4,1,10,30,30,5,0
346,10,10,1,10,30,30,5,0
347,10,16,1,10,30,30,5,0
348,16,4,1,10,30,30,5,0
349,16,10,1,10,30,30,5,0
350,16,16,1,10,30,30,5,0
351,4,4,0,10,30,30,5,0
352,4,10,0,10,30,30,5,0
353,4,16,0,10,30,30,5,0
354,10,4,0,10,30,30,5,0
355,10,10,0,10,30,30,5,0
356,10,16,0,10,30,30,5,0
357,16,4,0,10,30,30,5,0
358,16,10,0,10,30,30,5,0
359,16,16,0,10,30,30,5,0
360,4,4,1,11,30,30,5,0
361,4,10,1,11,30,30,5,0
362,4,16,1,11,30,30,5,0
363,10,4,1,11,30,30,5,0
364,10,10,1,11,30,30,5,0
365,10,16,1,11,30,30,5,0
366,16,4,1,11,30,30,5,0
367,16,10,1,11,30,30,5,0
368,16,16,1,11,30,30,5,0
369,4,4,0,11,30,30,5,0
370,4,10,0,11,30,30,5,0
371,4,16,0,11,30,30,5,0
372,10,4,0,11,30,30,5,0
373,10,10,0,11,30,30,5,0
374,10,16,0,11,30,30,5,0
375,16,4,0,11,30,30,5,0
376,16,10,0,11,30,30,5,0
377,16,16,0,11,30,30,5,0
378,4,4,1,9,50,30,5,0
379,4,10,1,9,50,30,5,0
380,4,16,1,9,50,30,5,0
381,10,4,1,9,50,30,5,0
382,10,10,1,9,50,30,5,0
383,10,16,1,9,50,30,5,0
384,16,4,1,9,50,30,5,0
385,16,10,1,9,50,30,5,0
386,16,16,1,9,50,30,5,0
387,4,4,0,9,50,30,5,0
388,4,10,0,9,50,30,5,0
389,4,16,0,9,50,30,5,0
390,10,4,0,9,50,30,5,0
391,10,10,0,9,50,30,5,0
392,10,16,0,9,50,30,5,0
393,16,4,0,9,50,30,5,0
394,16,10,0,9,50,30,5,0
395,16,16,0,9,50,30,5,0
396,4,4,1,10,50,30,5,0
397,4,10,1,10,50,30,5,0
398,4,16,1,10,50,30,5,0
399,10,4,1,10,50,30,5,0
400,10,10,1,10,50,30,5,0
401,10,16,1,10,50,30,5,0
402,16,4,1,10,50,30,5,0
403,16,10,1,10,50,30,5,0
404,16,16,1,10,50,30,5,0
405,4,4,0,10,50,30,5,0
406,4,10,0,10,50,30,5,0
407,4,16,0,10,50,30,5,0
408,10,4,0,10,50,30,5,0
409,10,10,0,10,50,30,5,0
410,10,16,0,10,50,30,5,0
411,16,4,0,10,50,30,5,0
412,16,10,0,10,50,30,5,0
413,16,16,0,10,50,30,5,0
414,4,4,1,11,50,30,5,0
415,4,10,1,11,50,30,5,0
416,4,16,1,11,50,30,5,0
417,10,4,1,11,50,30,5,0
418,10,10,1,11,50,30,5,0
419,10,16,1,11,50,30,5,0
420,16,4,1,11,50,30,5,0
421,16,10,1,11,50,30,5,0
422,16,16,1,11,50,30,5,0
423,4,4,0,11,50,30,5,0
424,4,10,0,11,50,30,5,0
425,4,16,0,11,50,30,5,0
426,10,4,0,11,50,30,5,0
427,10,10,0,11,50,30,5,0
428,10,16,0,11,50,30,5,0
429,16,4,0,11,50,30,5,0
430,16,10,0,11,50,30,5,0
431,16,16,0,11,50,30,5,0
432,4,4,1,9,70,30,5,0
433,4,10,1,9,70,30,5,0
434,4,16,1,9,70,30,5,0
435,10,4,1,9,70,30,5,0
436,10,10,1,9,70,30,5,0
437,10,16,1,9,70,30,5,0
438,16,4,1,9,70,30,5,0
439,16,10,1,9,70,30,5,0
440,16,16,1,9,70,30,5,0
441,4,4,0,9,70,30,5,0
442,4,10,0,9,70,30,5,0
443,4,16,0,9,70,30,5,0
444,10,4,0,9,70,30,5,0
445,10,10,0,9,70,30,5,0
446,10,16,0,9,70,30,5,0
447,16,4,0,9,70,30,5,0
448,16,10,0,9,70,30,5,0
449,16,16,0,9,70,30,5,0
450,4,4,1,10,70,30,5,0
451,4,10,1,10,70,30,5,0
452,4,16,1,10,70,30,5,0
453,10,4,1,10,70,30,5,0
454,10,10,1,10,70,30,5,0
455,10,16,1,10,70,30,5,0
456,16,4,1,10,70,30,5,0
457,16,10,1,10,70,30,5,0
458,16,16,1,10,70,30,5,0
459,4,4,0,10,70,30,5,0
460,4,10,0,10,70,30,5,0
461,4,16,0,10,70,30,5,0
462,10,4,0,10,70,30,5,0
463,10,10,0,10,70,30,5,0
464,10,16,0,10,70,30,5,0
465,16,4,0,10,70,30,5,0
466,16,10,0,10,70,30,5,0
467,16,16,0,10,70,30,5,0
468,4,4,1,11,70,30,5,0
469,4,10,1,11,70,30,5,0
470,4,16,1,11,70,30,5,0
471,10,4,1,11,70,30,5,0
472,10,10,1,11,70,30,5,0
473,10,16,1,11,70,30,5,0
474,16,4,1,11,70,30,5,0
475,16,10,1,11,70,30,5,0
476,16,16,1,11,70,30,5,0
477,4,4,0,11,70,30,5,0
478,4,10,0,11,70,30,5,0
479,4,16,0,11,70,30,5,0
480,10,4,0,11,70,30,5,0
481,10,10,0,11,70,30,5,0
482,10,16,0,11,70,30,5,0
483,16,4,0,11,70,30,5,0
484,16,10,0,11,70,30,5,0
485,16,16,0,11,70,30,5,0
486,4,4,1,9,30,10,10,0
487,4,10,1,9,30,10,10,0
488,4,16,1,9,30,10,10,0
489,10,4,1,9,30,10,10,0
490,10,10,1,9,30,10,10,0
491,10,16,1,9,30,10,10,0
492,16,4,1,9,30,10,10,0
493,16,10,1,9,30,10,10,0
494,16,16,1,9,30,10,10,0
495,4,4,0,9,30,10,10,0
496,4,10,0,9,30,10,10,0
497,4,16,0,9,30,10,10,0
498,10,4,0,9,30,10,10,0
499,10,10,0,9,30,10,10,0
500,10,16,0,9,30,10,10,0
501,16,4,0,9,30,10,10,0
502,16,10,0,9,30,10,10,0
503,16,16,0,9,30,10,10,0
504,4,4,1,10,30,10,10,0
505,4,10,1,10,30,10,10,0
506,4,16,1,10,30,10,10,0
507,10,4,1,10,30,10,10,0
508,10,10,1,10,30,10,10,0
509,10,16,1,10,30,10,10,0
510,16,4,1,10,30,10,10,0
511,16,10,1,10,30,10,10,0
512,16,16,1,10,30,10,10,0
513,4,4,0,10,30,10,10,0
514,4,10,0,10,30,10,10,0
515,4,16,0,10,30,10,10,0
516,10,4,0,10,30,10,10,0
517,10,10,0,10,30,10,10,0
518,10,16,0,10,30,10,10,0
519,16,4,0,10,30,10,10,0
520,16,10,0,10,30,10,10,0
521,16,16,0,10,30,10,10,0
522,4,4,1,11,30,10,10,0
523,4,10,1,11,30,10,10,0
524,4,16,1,11,30,10,10,0
525,10,4,1,11,30,10,10,0
526,10,10,1,11,30,10,10,0
527,10,16,1,11,30,10,10,0
528,16,4,1,11,30,10,10,0
529,16,10,1,11,30,10,10,0
530,16,16,1,11,30,10,10,0
531,4,4,0,11,30,10,10,0
532,4,10,0,11,30,10,10,0
533,4,16,0,11,30,10,10,0
534,10,4,0,11,30,10,10,0
535,10,10,0,11,30,10,10,0
536,10,16,0,11,30,10,10,0
537,16,4,0,11,30,10,10,0
538,16,10,0,11,30,10,10,0
539,16,16,0,11,30,10,10,0
540,4,4,1,9,50,10,10,0
541,4,10,1,9,50,10,10,0
542,4,16,1,9,50,10,10,0
543,10,4,1,9,50,10,10,0
544,10,10,1,9,50,10,10,0
545,10,16,1,9,50,10,10,0
546,16,4,1,9,50,10,10,0
547,16,10,1,9,50,10,10,0
548,16,16,1,9,50,10,10,0
549,4,4,0,9,50,10,10,0
550,4,10,0,9,50,10,10,0
551,4,16,0,9,50,10,10,0
552,10,4,0,9,50,10,10,0
553,10,10,0,9,50,10,10,0
554,10,16,0,9,50,10,10,0
555,16,4,0,9,50,10,10,0
556,16,10,0,9,50,10,10,0
557,16,16,0,9,50,10,10,0
558,4,4,1,10,50,10,10,0
559,4,10,1,10,50,10,10,0
560,4,16,1,10,50,10,10,0
561,10,4,1,10,50,10,10,0
562,10,10,1,10,50,10,10,0
563,10,16,1,10,50,10,10,0
564,16,4,1,10,50,10,10,0
565,16,10,1,10,50,10,10,0
566,16,16,1,10,50,10,10,0
567,4,4,0,10,50,10,10,0
568,4,10,0,10,50,10,10,0
569,4,16,0,10,50,10,10,0
570,10,4,0,10,50,10,10,0
571,10,10,0,10,50,10,10,0
572,10,16,0,10,50,10,10,0
573,16,4,0,10,50,10,10,0
574,16,10,0,10,50,10,10,0
575,16,16,0,10,50,10,10,0
576,4,4,1,11,50,10,10,0
577,4,10,1,11,50,10,10,0
578,4,16,1,11,50,10,10,0
579,10,4,1,11,50,10,10,0
580,10,10,1,11,50,10,10,0
581,10,16,1,11,50,10,10,0
582,16,4,1,11,50,10,10,0
583,16,10,1,11,50,10,10,0
584,16,16,1,11,50,10,10,0
585,4,4,0,11,50,10,10,0
586,4,10,0,11,50,10,10,0
587,4,16,0,11,50,10,10,0
588,10,4,0,11,50,10,10,0
589,10,10,0,11,50,10,10,0
590,10,16,0,11,50,10,10,0
591,16,4,0,11,50,10,10,0
592,16,10,0,11,50,10,10,0
593,16,16,0,11,50,10,10,0
594,4,4,1,9,70,10,10,0
595,4,10,1,9,70,10,10,0
596,4,16,1,9,70,10,10,0
597,10,4,1,9,70,10,10,0
598,10,10,1,9,70,10,10,0
599,10,16,1,9,70,10,10,0
600,16,4,1,9,70,10,10,0
601,16,10,1,9,70,10,10,0
602,16,16,1,9,70,10,10,0
603,4,4,0,9,70,10,10,0
604,4,10,0,9,70,10,10,0
605,4,16,0,9,70,10,10,0
606,10,4,0,9,70,10,10,0
607,10,10,0,9,70,10,10,0
608,10,16,0,9,70,10,10,0
609,16,4,0,9,70,10,10,0
610,16,10,0,9,70,10,10,0
611,16,16,0,9,70,10,10,0
612,4,4,1,10,70,10,10,0
613,4,10,1,10,70,10,10,0
614,4,16,1,10,70,10,10,0
615,10,4,1,10,70,10,10,0
616,10,10,1,10,70,10,10,0
617,10,16,1,10,70,10,10,0
618,16,4,1,10,70,10,10,0
619,16,10,1,10,70,10,10,0
620,16,16,1,10,70,10,10,0
621,4,4,0,10,70,10,10,0
622,4,10,0,10,70,10,10,0
623,4,16,0,10,70,10,10,0
624,10,4,0,10,70,10,10,0
625,10,10,0,10,70,10,10,0
626,10,16,0,10,70,10,10,0
627,16,4,0,10,70,10,10,0
628,16,10,0,10,70,10,10,0
629,16,16,0,10,70,10,10,0
630,4,4,1,11,70,10,10,0
631,4,10,1,11,70,10,10,0
632,4,16,1,11,70,10,10,0
633,10,4,1,11,70,10,10,0
634,10,10,1,11,70,10,10,0
635,10,16,1,11,70,10,10,0
636,16,4,1,11,70,10,10,0
637,16,10,1,11,70,10,10,0
638,16,16,1,11,70,10,10,0
639,4,4,0,11,70,10,10,0
640,4,10,0,11,70,10,10,0
641,4,16,0,11,70,10,10,0
642,10,4,0,11,70,10,10,0
643,10,10,0,11,70,10,10,0
644,10,16,0,11,70,10,10,0
645,16,4,0,11,70,10,10,0
646,16,10,0,11,70,10,10,0
647,16,16,0,11,70,10,10,0
648,4,4,1,9,30,20,10,0
649,4,10,1,9,30,20,10,0
650,4,16,1,9,30,20,10,0
651,10,4,1,9,30,20,10,0
652,10,10,1,9,30,20,10,0
653,10,16,1,9,30,20,10,0
654,16,4,1,9,30,20,10,0
655,16,10,1,9,30,20,10,0
656,16,16,1,9,30,20,10,0
657,4,4,0,9,30,20,10,0
658,4,10,0,9,30,20,10,0
659,4,16,0,9,30,20,10,0
660,10,4,0,9,30,20,10,0
661,10,10,0,9,30,20,10,0
662,10,16,0,9,30,20,10,0
663,16,4,0,9,30,20,10,0
664,16,10,0,9,30,20,10,0
665,16,16,0,9,30,20,10,0
666,4,4,1,10,30,20,10,0
667,4,10,1,10,30,20,10,0
668,4,16,1,10,30,20,10,0
669,10,4,1,10,30,20,10,0
670,10,10,1,10,30,20,10,0
671,10,16,1,10,30,20,10,0
672,16,4,1,10,30,20,10,0
673,16,10,1,10,30,20,10,0
674,16,16,1,10,30,20,10,0
675,4,4,0,10,30,20,10,0
676,4,10,0,10,30,20,10,0
677,4,16,0,10,30,20,10,0
678,10,4,0,10,30,20,10,0
679,10,10,0,10,30,20,10,0
680,10,16,0,10,30,20,10,0
681,16,4,0,10,30,20,10,0
682,16,10,0,10,30,20,10,0
683,16,16,0,10,30,20,10,0
684,4,4,1,11,30,20,10,0
685,4,10,1,11,30,20,10,0
686,4,16,1,11,30,20,10,0
687,10,4,1,11,30,20,10,0
688,10,10,1,11,30,20,10,0
689,10,16,1,11,30,20,10,0
690,16,4,1,11,30,20,10,0
691,16,10,1,11,30,20,10,0
692,16,16,1,11,30,20,10,0
693,4,4,0,11,30,20,10,0
694,4,10,0,11,30,20,10,0
695,4,16,0,11,30,20,10,0
696,10,4,0,11,30,20,10,0
697,10,10,0,11,30,20,10,0
698,10,16,0,11,30,20,10,0
699,16,4,0,11,30,20,10,0
700,16,10,0,11,30,20,10,0
701,16,16,0,11,30,20,10,0
702,4,4,1,9,50,20,10,0
703,4,10,1,9,50,20,10,0
704,4,16,1,9,50,20,10,0
705,10,4,1,9,50,20,10,0
706,10,10,1,9,50,20,10,0
707,10,16,1,9,50,20,10,0
708,16,4,1,9,50,20,10,0
709,16,10,1,9,50,20,10,0
710,16,16,1,9,50,20,10,0
711,4,4,0,9,50,20,10,0
712,4,10,0,9,50,20,10,0
713,4,16,0,9,50,20,10,0
714,10,4,0,9,50,20,10,0
715,10,10,0,9,50,20,10,0
716,10,16,0,9,50,20,10,0
717,16,4,0,9,50,20,10,0
718,16,10,0,9,50,20,10,0
719,16,16,0,9,50,20,10,0
720,4,4,1,10,50,20,10,0
721,4,10,1,10,50,20,10,0
722,4,16,1,10,50,20,10,0
723,10,4,1,10,50,20,10,0
724,10,10,1,10,50,20,10,0
725,10,16,1,10,50,20,10,0
726,16,4,1,10,50,20,10,0
727,16,10,1,10,50,20,10,0
728,16,16,1,10,50,20,10,0
729,4,4,0,10,50,20,10,0
730,4,10,0,10,50,20,10,0
731,4,16,0,10,50,20,10,0
732,10,4,0,10,50,20,10,0
733,10,10,0,10,50,20,10,0
734,10,16,0,10,50,20,10,0
735,16,4,0,10,50,20,10,0
736,16,10,0,10,50,20,10,0
737,16,16,0,10,50,20,10,0
738,4,4,1,11,50,20,10,0
739,4,10,1,11,50,20,10,0
740,4,16,1,11,50,20,10,0
741,10,4,1,11,50,20,10,0
742,10,10,1,11,50,20,10,0
743,10,16,1,11,50,20,10,0
744,16,4,1,11,50,20,10,0
745,16,10,1,11,50,20,10,0
746,16,16,1,11,50,20,10,0
747,4,4,0,11,50,20,10,0
748,4,10,0,11,50,20,10,0
749,4,16,0,11,50,20,10,0
750,10,4,0,11,50,20,10,0
751,10,10,0,11,50,20,10,0
752,10,16,0,11,50,20,10,0
753,16,4,0,11,50,20,10,0
754,16,10,0,11,50,20,10,0
755,16,16,0,11,50,20,10,0
756,4,4,1,9,70,20,10,0
757,4,10,1,9,70,20,10,0
758,4,16,1,9,70,20,10,0
759,10,4,1,9,70,20,10,0
760,10,10,1,9,70,20,10,0
761,10,16,1,9,70,20,10,0
762,16,4,1,9,70,20,10,0
763,16,10,1,9,70,20,10,0
764,16,16,1,9,70,20,10,0
765,4,4,0,9,70,20,10,0
766,4,10,0,9,70,20,10,0
767,4,16,0,9,70,20,10,0
768,10,4,0,9,70,20,10,0
769,10,10,0,9,70,20,10,0
770,10,16,0,9,70,20,10,0
771,16,4,0,9,70,20,10,0
772,16,10,0,9,70,20,10,0
773,16,16,0,9,70,20,10,0
